State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,10/07/2018,3125,13125,6250,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,12/07/2018,3125,12500,6250,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,14/07/2018,3125,12500,6250,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,16/07/2018,3125,12500,6250,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,24/07/2018,1875,12500,5625,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,26/07/2018,1875,12500,5625,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,28/07/2018,1875,12500,5625,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,29/07/2018,1875,12500,5625,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,01/08/2018,1875,13750,5313,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,05/08/2018,2500,13750,5625,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,09/08/2018,1875,13125,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,21/08/2018,1875,13750,4688,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,28/08/2018,1875,13125,4844,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,30/08/2018,1875,13125,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,31/08/2018,1875,13125,4844,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,02/09/2018,1875,11250,4687,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,22/09/2018,1875,11250,4375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,03/10/2018,875,10625,4375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,05/10/2018,1875,10000,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,09/10/2018,1875,7500,3750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,11/10/2018,1875,6250,3750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Apple,Medium,13/10/2018,1875,6250,3750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/12/2018,1875,5625,3750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/12/2018,1875,5625,3750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/05/2024,7300,14650,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/05/2024,7300,14650,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,30/05/2024,7300,14650,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/04/2024,7300,14650,8000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,02/01/2022,2222,5000,3056,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/01/2022,3333,5000,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/01/2022,2500,4444,3333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,27/01/2022,3333,5556,4444,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/01/2022,3056,6111,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/02/2022,2778,6111,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/02/2022,2500,6111,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/02/2022,2778,6111,3333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/02/2022,2778,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,27/02/2022,2500,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/03/2022,2500,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/03/2022,2222,5556,3333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/03/2022,833,4722,2222,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,28/03/2022,2778,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/03/2022,3333,11667,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,31/03/2022,2778,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/04/2022,2778,5556,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/04/2022,3889,12222,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/04/2022,5556,12778,8889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/04/2022,2778,8333,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,23/04/2022,3333,8333,3889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/04/2022,6667,13889,8889,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,28/04/2022,6111,12778,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/05/2022,4444,7778,5556,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/05/2022,4444,7778,6111,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/05/2022,5556,13889,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/05/2022,5556,13889,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/06/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/06/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/06/2022,556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/06/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/06/2022,5556,15000,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/07/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/07/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/07/2022,5556,14444,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/07/2022,5550,14400,8333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/07/2022,8333,14444,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/08/2022,2750,13000,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/08/2022,2750,13000,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/08/2022,2750,12200,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/08/2022,2750,10000,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/09/2022,5000,14400,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/09/2022,2750,10000,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/09/2022,2750,12750,6100,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/11/2022,1350,6500,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/11/2022,5300,8650,6650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/11/2022,4650,8650,6650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/11/2022,1330,5000,3660,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,23/11/2022,1300,5000,3660,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,02/12/2022,1650,8000,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/12/2022,1650,8000,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/12/2022,1667,8000,3333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/12/2022,1333,5000,3333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/12/2022,1330,5000,3330,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,31/12/2022,1300,6300,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/02/2019,2188,6875,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/03/2019,2188,7500,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/03/2019,2188,7813,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/03/2019,2188,7813,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/03/2019,2188,7813,4219,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/04/2019,2188,7813,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/04/2019,2188,7500,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/04/2019,2188,7813,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/04/2019,2500,8125,4375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/04/2019,6250,15625,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/04/2019,6250,15625,9688,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/04/2019,6250,15625,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/05/2019,6250,16875,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/05/2019,6250,16875,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/05/2019,6250,15625,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/05/2019,6250,15625,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,02/06/2019,6250,16250,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/06/2019,6250,16250,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/06/2019,6250,16250,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/06/2019,6250,16250,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/06/2019,6250,16250,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/06/2019,6250,15938,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/07/2019,6250,16250,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/07/2019,6250,16250,9375,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/07/2019,6250,15625,9063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/07/2019,6250,15625,8750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/07/2019,6250,15625,9063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/07/2019,6250,15625,8750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/07/2019,6250,15625,9063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/08/2019,3125,15625,6250,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,02/12/2019,1875,6250,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/12/2019,1875,5625,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/12/2019,1875,5625,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/12/2019,1875,5625,3969,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/12/2019,1875,5625,4063,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/12/2019,1875,5625,3938,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,30/12/2019,1875,5625,3938,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/01/2025,2500,10000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/01/2025,2500,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/01/2025,2000,8650,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/01/2025,3000,12000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/01/2025,2500,11000,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/09/2024,2750,13850,8850,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/09/2024,2750,13850,8850,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/09/2024,3050,14400,8600,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/09/2024,2750,15000,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/09/2024,3050,14400,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/09/2024,1650,12200,6100,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/03/2025,3000,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/03/2025,3000,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/03/2025,6650,20000,9300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/03/2025,6650,20000,9300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/03/2025,6650,20000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,22/03/2025,6650,20000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,23/03/2025,6650,20000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/12/2024,2000,7650,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/12/2024,3000,10000,5500,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/12/2024,3000,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,28/12/2024,2500,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,28/11/2024,1350,11100,3600,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/02/2025,3000,12000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/02/2025,2650,8650,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,23/02/2025,3000,12000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/02/2025,3000,11000,5000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/10/2023,2650,13250,6300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/10/2023,2650,13250,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/10/2023,2650,12000,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/10/2023,2650,13250,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Large,27/10/2023,2300,5300,5300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,28/10/2023,2300,11500,5300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,30/10/2023,2300,5300,5300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/11/2023,1650,5000,4650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/11/2023,1650,8250,4300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/11/2023,2000,5000,4300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,27/11/2023,1650,7300,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/12/2023,1650,6650,3650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/12/2023,1650,6650,3650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/12/2023,1650,6650,3500,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/12/2023,1650,6650,3500,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/12/2023,1650,6650,3650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,30/12/2023,1650,6650,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/01/2023,1300,6000,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/01/2023,1300,6000,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,09/01/2023,1300,6500,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/01/2023,1300,6500,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,31/01/2023,1300,6500,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/02/2023,2000,9300,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/02/2023,2000,9300,3300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,27/02/2023,2650,9300,4000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/03/2023,3300,9300,4300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,02/03/2023,8300,18650,11300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,08/03/2023,8650,18650,11300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/03/2023,8000,18650,11300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/03/2023,8650,18650,12000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/04/2023,7300,19300,12000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/04/2023,8650,19300,12300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/04/2023,8000,19300,12000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/04/2023,5300,10650,8000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/04/2023,8000,20000,12650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/05/2023,8000,20000,12000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/05/2023,8650,20000,12650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/05/2023,8650,20000,12650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/05/2023,8650,20000,12650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/05/2023,8650,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/06/2023,8650,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/06/2023,8650,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/06/2023,8650,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/06/2023,8650,20650,13000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/06/2023,8650,20650,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/06/2023,8650,20650,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/06/2023,8600,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,13/06/2023,8650,20000,14000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/06/2023,8600,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/06/2023,8600,20000,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/06/2023,8667,20000,13333,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/06/2023,8660,20660,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/06/2023,9300,20660,14000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/06/2023,9300,20650,14000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,27/06/2023,9300,20650,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/06/2023,10000,21300,14650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/07/2023,10000,21300,14650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/07/2023,12000,24000,16660,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/07/2023,6650,30000,16650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,31/07/2023,4650,20000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,06/08/2023,5650,21300,9650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/08/2023,6000,26650,9650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,10/08/2023,5300,10000,9650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/08/2023,3300,15000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/08/2023,4650,20000,10300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,30/08/2023,4000,20000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/09/2023,3650,10000,10000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,04/09/2023,3300,15000,9000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/09/2023,3300,16500,9000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/09/2023,2650,12000,7300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,24/09/2023,2650,12000,6650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/10/2023,3300,16500,7650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Large,02/10/2023,3333,12000,7667,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,13/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Large,17/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,16/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,21/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/06/2025,4400,16650,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,25/07/2025,5550,22650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,29/07/2025,5550,23300,13300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/04/2025,5300,20000,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/04/2025,5300,20000,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/04/2025,4000,10000,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,12/04/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,14/04/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/04/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,20/10/2024,1650,10550,3850,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,18/10/2024,1650,10550,5550,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,07/10/2024,1650,10500,5550,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/10/2024,1650,10550,3850,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Large,24/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,03/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,05/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,11/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,17/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,26/05/2025,5550,16650,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,16/08/2025,5550,18300,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,21/08/2025,4667,14667,10667,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,22/08/2025,5550,17750,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,23/08/2025,5556,17778,7778,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,26/08/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,01/08/2025,4000,22000,18650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,15/08/2025,3300,16650,11300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,Medium,19/08/2025,3300,15300,12000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,08/10/2025,4000,14000,7300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,13/10/2025,4000,14650,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,14/10/2025,4000,15300,8000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,17/10/2025,4000,14650,8650,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,26/10/2025,4000,13300,7300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,27/10/2025,3300,14000,7300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Kasmir/Shimla - II,Medium,30/10/2025,4000,12000,6000,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,05/10/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,06/10/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,08/10/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,10/09/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,11/09/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,12/10/2025,5550,18850,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,13/10/2025,5550,18850,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,14/10/2025,5550,18850,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,15/09/2025,5550,17750,8300,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,21/09/2025,5550,17750,7750,17
Telangana,Hyderabad,Gaddiannaram,Apple,Other,Medium,23/10/2025,5500,18850,8300,17
